"Año","Mes","Día","Periodo","Cantidad_siniestros","Valor_siniestro_incurrido_update"
"2018","05","30",201805,2,879699.326624388
"2018","05","31",201805,2,3003446.11761735
"2018","06","01",201806,4,9500346.43022146
"2018","06","03",201806,2,7157781.28964524
"2018","06","04",201806,2,2756990.66741449
"2018","06","05",201806,1,990921.149941516
"2018","06","06",201806,2,1416544.23239918
"2018","06","07",201806,2,1299844.20321563
"2018","06","09",201806,3,8230011.7794275
"2018","06","10",201806,2,4008076.49421142
"2018","06","11",201806,2,924134.144257374
"2018","06","13",201806,2,2828377.10133891
"2018","06","14",201806,1,0
"2018","06","15",201806,2,4614249.06835241
"2018","06","16",201806,4,11376378.6867939
"2018","06","18",201806,1,4388723.80391829
"2018","06","20",201806,2,3391735.9667824
"2018","06","23",201806,5,11534711.5585339
"2018","06","24",201806,2,3122369.40817024
"2018","06","25",201806,1,14125873.7282251
"2018","06","26",201806,1,2606026.36005769
"2018","06","28",201806,2,8522998.68613702
"2018","06","29",201806,2,3171558.38223388
"2018","06","30",201806,3,5193266.76337605
"2018","07","01",201807,1,973631.448848625
"2018","07","02",201807,2,5204217.14766693
"2018","07","03",201807,4,10320795.4323029
"2018","07","05",201807,3,1068287.50268878
"2018","07","06",201807,3,8100406.83407443
"2018","07","09",201807,1,1992034.36736885
"2018","07","10",201807,3,2922476.21005015
"2018","07","11",201807,1,1385434.521198
"2018","07","12",201807,2,2719525.43835623
"2018","07","13",201807,1,259966.328069525
"2018","07","14",201807,5,7787845.30658905
"2018","07","15",201807,3,2105190.47096333
"2018","07","16",201807,1,837265.9539279
"2018","07","17",201807,1,2132855.4612752
"2018","07","18",201807,2,2831141.96887748
"2018","07","19",201807,2,179107.023901925
"2018","07","20",201807,3,6548776.96034008
"2018","07","21",201807,2,5307483.33188585
"2018","07","23",201807,3,8070737.07594778
"2018","07","24",201807,3,13251782.0881444
"2018","07","26",201807,2,3342802.81808615
"2018","07","27",201807,2,2774341.89231723
"2018","07","28",201807,2,0
"2018","07","29",201807,1,2666331.1245005
"2018","07","31",201807,3,2274002.79564965
"2018","08","01",201808,2,3073416.8047079
"2018","08","03",201808,1,1988355.21188863
"2018","08","04",201808,4,3488194.81615018
"2018","08","05",201808,3,2670903.85913725
"2018","08","06",201808,3,17198707.5227324
"2018","08","07",201808,3,6860648.34443632
"2018","08","08",201808,2,8296238.7647546
"2018","08","09",201808,1,1160550.47707796
"2018","08","10",201808,2,1041015.23583332
"2018","08","11",201808,2,2782202.90448338
"2018","08","13",201808,2,2274368.68385455
"2018","08","14",201808,1,11523476.5345075
"2018","08","15",201808,2,1800816.15412316
"2018","08","16",201808,1,2313526.15432907
"2018","08","18",201808,3,14714892.0444642
"2018","08","19",201808,3,10961710.3037179
"2018","08","20",201808,4,5750963.86310764
"2018","08","21",201808,4,10792984.737869
"2018","08","22",201808,2,4969282.43026406
"2018","08","23",201808,3,3698070.10649438
"2018","08","24",201808,4,5433927.28576809
"2018","08","26",201808,1,641435.218879238
"2018","08","28",201808,3,4252182.89585103
"2018","08","29",201808,3,6004155.55501723
"2018","08","30",201808,1,567936.572189857
"2018","08","31",201808,3,11587985.8406862
"2018","09","01",201809,1,6434638.1237431
"2018","09","02",201809,1,1067032.50790891
"2018","09","04",201809,3,697605.191085712
"2018","09","05",201809,2,542133.804482088
"2018","09","06",201809,1,2930337.76176156
"2018","09","07",201809,3,2150849.98014088
"2018","09","08",201809,2,1975755.85446842
"2018","09","10",201809,1,3627506.91435724
"2018","09","11",201809,2,2172912.72212276
"2018","09","12",201809,1,0
"2018","09","13",201809,4,9804425.14312699
"2018","09","14",201809,4,7355214.06390008
"2018","09","15",201809,3,4211462.14722527
"2018","09","16",201809,2,2611836.31671553
"2018","09","18",201809,2,3164696.86945591
"2018","09","19",201809,6,15333778.8843832
"2018","09","20",201809,1,2547249.2482737
"2018","09","21",201809,2,1494303.90534652
"2018","09","22",201809,4,7639795.13828028
"2018","09","23",201809,1,1989604.35635052
"2018","09","24",201809,3,1320657.87054859
"2018","09","25",201809,2,1126914.79153448
"2018","09","26",201809,2,2457908.68762974
"2018","09","27",201809,4,15275264.1302484
"2018","09","28",201809,2,3774150.7873266
"2018","09","29",201809,5,5323793.31425011
"2018","10","01",201810,1,2251239.65163108
"2018","10","02",201810,3,8994266.08559537
"2018","10","03",201810,1,1972667.05700342
"2018","10","05",201810,2,3361117.29160318
"2018","10","06",201810,1,1923321.6007559
"2018","10","07",201810,3,10846338.3973856
"2018","10","08",201810,6,15829531.7247861
"2018","10","09",201810,2,4143182.44860774
"2018","10","10",201810,4,17154314.4570046
"2018","10","11",201810,3,4676340.5984345
"2018","10","12",201810,3,5519130.42671936
"2018","10","13",201810,1,0
"2018","10","14",201810,1,1780605.85455739
"2018","10","15",201810,1,0
"2018","10","16",201810,1,4716920.90212362
"2018","10","17",201810,3,2068422.17625798
"2018","10","19",201810,6,10715613.1546754
"2018","10","20",201810,6,8959264.79447179
"2018","10","21",201810,1,825076.538794872
"2018","10","23",201810,3,5919097.06643222
"2018","10","24",201810,1,910496.057189112
"2018","10","25",201810,1,2030286.02098242
"2018","10","26",201810,4,4413331.72961596
"2018","10","27",201810,1,292126.50855742
"2018","10","29",201810,4,3808532.18145234
"2018","10","30",201810,2,508075.214976248
"2018","10","31",201810,1,4270669.27007558
"2018","11","01",201811,3,6542893.576818
"2018","11","02",201811,5,11130298.4707452
"2018","11","03",201811,2,3538784.3644956
"2018","11","04",201811,3,4642774.672024
"2018","11","05",201811,2,3425772.2955552
"2018","11","06",201811,1,1294109.1456912
"2018","11","07",201811,4,2159078.9123476
"2018","11","08",201811,1,1302420.9388884
"2018","11","09",201811,2,8319938.2925996
"2018","11","11",201811,1,3664892.2525836
"2018","11","12",201811,2,3342529.8423368
"2018","11","13",201811,4,5901632.2545408
"2018","11","15",201811,3,5959793.7186456
"2018","11","16",201811,1,0
"2018","11","17",201811,2,3615343.842756
"2018","11","18",201811,2,3554788.3572688
"2018","11","19",201811,1,1563451.6142652
"2018","11","20",201811,1,325857.0387748
"2018","11","21",201811,1,1581686.9474376
"2018","11","22",201811,2,2108168.8024384
"2018","11","23",201811,3,7217527.597334
"2018","11","24",201811,1,0
"2018","11","25",201811,2,862311.6397272
"2018","11","26",201811,2,266037.6345264
"2018","11","27",201811,3,3087362.7117804
"2018","11","28",201811,4,15684369.830374
"2018","12","01",201812,2,16508038.989
"2018","12","02",201812,1,934077.852
"2018","12","03",201812,1,768804.515
"2018","12","04",201812,1,0
"2018","12","05",201812,3,4356911.64
"2018","12","07",201812,4,3078231.072
"2018","12","08",201812,1,3754718.464
"2018","12","09",201812,1,0
"2018","12","10",201812,1,1061444.81
"2018","12","11",201812,3,3654952.06
"2018","12","12",201812,2,6000408.383
"2018","12","13",201812,1,3355974.811
"2018","12","14",201812,5,3053248.348
"2018","12","15",201812,1,319995.114
"2018","12","16",201812,3,4804156.361
"2018","12","17",201812,3,5304621.265
"2018","12","18",201812,1,0
"2018","12","19",201812,2,1791996.911
"2018","12","20",201812,2,3808702.933
"2018","12","21",201812,4,5421038.472
"2018","12","22",201812,1,1234231.62
"2018","12","23",201812,3,7695489.416
"2018","12","24",201812,3,1404313.339
"2018","12","26",201812,2,1950455.866
"2018","12","27",201812,1,843363.523
"2018","12","28",201812,2,3823907.41
"2018","12","29",201812,2,5778585.906
"2018","12","30",201812,2,1400246.174
