"Año","Mes","Día","Perdida_total_hurto","Perdida_parcial_danos","Responsabilidad_civil_bienes","Perdida_parcial_hurto","Responsabilidad_civil_personas"
"2018","09","27",0,140263351,9066265,15168820,1104154
"2018","09","28",0,184634727,18976842,3747851,7096011
"2018","09","29",0,188908867,4444585,3526078,0
"2018","09","30",0,196879570,19941239,0,0
"2018","10","01",13116741,185568994,17098768,0,309081
"2018","10","02",13379474,159575913,4620131,5060027,0
"2018","10","03",6111500,74044142,15472582,1962055,0
"2018","10","04",51066760,111115366,15235399,0,0
"2018","10","05",14977621,127711383,5647068,3343036,0
"2018","10","06",55489078,160832372,8944645,0,3243454
"2018","10","07",5704000,124669466,21086215,9918642,0
"2018","10","08",5544000,117088787,4237109,11336908,0
"2018","10","09",0,134576168,18750878,4120894,14869279
"2018","10","10",6832000,120657521,5293721,17062032,1604932
"2018","10","11",129808868,139190326,5930570,3832820,0
"2018","10","12",16149482,231422291,8279655,5489440,1621727
"2018","10","13",74250137,193607328,8839736,0,75000
"2018","10","14",142821357,137231109,1182860,0,16642739
"2018","10","15",14226966,161957785,9937436,0,0
"2018","10","16",71333500,135924837,6183970,4691546,0
"2018","10","17",93130174,108804475,13661010,2057295,0
"2018","10","18",4880087,230650135,5770405,0,0
"2018","10","19",2232000,92555537,10217463,10657968,5214248
"2018","10","20",106641363,198924117,9432063,8911068,130516664
"2018","10","21",147556863,220219794,7815872,0,1884098
"2018","10","22",1639632,126740993,21456788,0,0
"2018","10","23",39112000,185830490,4650449,5153000,0
"2018","10","24",7667568,143386067,3840881,905598,1621727
"2018","10","25",0,124140492,14658184,2019364,0
"2018","10","26",0,124108974,7099738,4389590,0
"2018","10","27",58869500,183007929,5008296,290555,2344520
"2018","10","28",9743999,144765115,21617332,0,0
"2018","10","29",53338000,171949126,12749859,3788044,2725830
"2018","10","30",33028274,86972340,12857589,505342,0
"2018","10","31",7357819,179435802,15577713,4247695,548627
"2018","11","01",0,109721628,4901173,1950271,0
"2018","11","02",0,129627841,2813033,11083707,0
"2018","11","03",82491000,181736504,9952856,0,0
"2018","11","04",128302055,153664953,1384874,4623340,0
"2018","11","05",48185363,219283082,17360159,3409751,1621727
"2018","11","06",47213500,144201849,13729833,1020000,1621728
"2018","11","07",1226502,156712616,17055032,1939110,0
"2018","11","08",36832586,127753496,9649319,1296969,15877072
"2018","11","09",44717000,94840917,19337555,8285111,0
"2018","11","10",0,185033967,19808735,0,0
"2018","11","11",396750,102385243,10632791,3649551,5196676
"2018","11","12",2818758,110853914,4115323,3328538,0
"2018","11","13",0,162856909,1475094,6311565,0
"2018","11","14",27016000,138094805,7009282,0,22661782
"2018","11","15",13703089,136209897,8525192,5934846,2596727
"2018","11","16",64738200,198648906,8234905,0,0
"2018","11","17",3216000,198264078,18194590,1435642,10075000
"2018","11","18",26018500,170465829,3760451,3539908,1104155
"2018","11","19",11052541,97186397,10261861,1556907,0
"2018","11","20",0,119465522,7993216,324493,0
"2018","11","21",29868509,131022933,12719871,1575066,46727780
"2018","11","22",152841123,187704907,3977550,2099344,1461184
"2018","11","23",115416742,186167439,30128619,7187315,1621727
"2018","11","24",0,216366742,7190108,0,1275000
"2018","11","25",43373500,420952384,8976470,858702,1621728
"2018","11","26",74170471,113976987,11815515,264924,0
"2018","11","27",8509136,300719318,9438463,2041917,1621727
"2018","11","28",84936112,113523446,6357883,13553671,0
"2018","11","29",47840071,163187539,8303552,0,3340758
"2018","11","30",61793143,214556561,5434023,0,75000
"2018","12","01",13668491,154625053,13782653,16180970,1652780
"2018","12","02",5549339,118778928,8592182,0,0
"2018","12","03",136459639,127709416,11916262,766505,4679120
"2018","12","04",26995194,113203804,11348336,0,0
"2018","12","05",43040984,143899376,9199947,3326844,0
"2018","12","06",2399200,146294864,14700723,0,75000
"2018","12","07",78819750,202445187,11309575,3069024,540684
"2018","12","08",0,136222161,18605911,3743488,6015749
"2018","12","09",59261600,230004727,11711956,0,0
"2018","12","10",34725000,157431978,10836032,1058270,517572
"2018","12","11",11268546,101091502,14025522,3066587,0
"2018","12","12",53657473,167023026,4914033,5982461,0
"2018","12","13",44266242,122910495,30232390,3345937,0
"2018","12","14",24376750,130310176,13478277,3044116,517575
"2018","12","15",16246023,159602611,17998129,319038,9897780
"2018","12","16",68233505,172626140,9894029,4789787,0
"2018","12","17",95807873,175027599,8012681,5288755,0
"2018","12","18",0,200522168,12221641,0,0
"2018","12","19",19468990,119906955,25012876,1786637,548625
"2018","12","20",83698263,145682950,9549847,3797311,0
"2018","12","21",33655650,144850702,9555730,5404824,1214571
"2018","12","22",17161611,202555847,43084545,1045026,14239889
"2018","12","23",85687362,165795640,5453928,7672472,1621727
"2018","12","24",7704800,133415076,6908238,532447,0
"2018","12","25",0,111871833,2059750,0,0
"2018","12","26",55182758,171163547,19138861,1944622,0
"2018","12","27",28968613,184796059,7673713,840841,0
"2018","12","28",1055733,136149283,9776149,3812470,0
"2018","12","29",0,156792568,7839148,5761302,75000
"2018","12","30",0,190948309,5972654,296630,0
"2018","12","31",3439200,119786447,5020502,0,826654
